"dataelement","period","orgunit","categoryoptioncombo","value","storedby","timestamp","comment","followup"
"cI3OTahNbFi","2012","jxVIZ6pZh9j","P3p47Zcxn1C",2373,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","eH7kN4D2kM9","P3p47Zcxn1C",2758,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","cggdlAsYV9Q","P3p47Zcxn1C",8586,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","kuav9HspnOa","P3p47Zcxn1C",6336,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","ekftrUAxKqU","P3p47Zcxn1C",3337,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","HfBzJjvgIXI","P3p47Zcxn1C",2982,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","DlIkLxIxzRj","P3p47Zcxn1C",9820,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","ZBT3pOPt9Oj","P3p47Zcxn1C",3959,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","zdCOSgH26ss","P3p47Zcxn1C",3421,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","BJez9WzdkDx","P3p47Zcxn1C",3105,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","usyM0CiJviX","P3p47Zcxn1C",8706,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","fUmBlwzsqfO","P3p47Zcxn1C",9545,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","m8NmVx2Fl6w","P3p47Zcxn1C",3385,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","UyKDRadDBKe","P3p47Zcxn1C",5316,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","BVSSHZzQWzd","P3p47Zcxn1C",6924,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","pZ1iPXVXMLB","P3p47Zcxn1C",6222,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","lDjq46s2Zk6","P3p47Zcxn1C",6622,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","RMatAqU09zK","P3p47Zcxn1C",3617,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","Xn1SC5hh9Ec","P3p47Zcxn1C",4094,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","BDYKyGr82LP","P3p47Zcxn1C",3227,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","nO8g2QhMy8O","P3p47Zcxn1C",4718,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","qviLNFFEuJ3","P3p47Zcxn1C",3097,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","NoLXfxqQERU","P3p47Zcxn1C",2041,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","vFGEpMtfXoQ","P3p47Zcxn1C",3385,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","UQ3x5C0ce0g","P3p47Zcxn1C",4347,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","gjghBTY5PQr","P3p47Zcxn1C",9060,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","ABJgLS38skm","P3p47Zcxn1C",3213,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","SpUWwVARt0c","P3p47Zcxn1C",3430,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","IuVW4XfH52Z","P3p47Zcxn1C",4113,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","jrzNhii3Tmy","P3p47Zcxn1C",2455,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","El9gz6Tmgb1","P3p47Zcxn1C",3118,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","tIeOw2x0I9d","P3p47Zcxn1C",2328,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","zsGCaBDrXXx","P3p47Zcxn1C",2425,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","RkNnzbzQDkC","P3p47Zcxn1C",6633,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","JCQL5tIg6rO","P3p47Zcxn1C",5894,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","QVFOBXQVEa2","P3p47Zcxn1C",8793,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","PmUQYK9uvTV","P3p47Zcxn1C",8979,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","FKD6uT7pA2N","P3p47Zcxn1C",4242,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","bS8Z9j9khu7","P3p47Zcxn1C",3429,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","jiuCnO9Lwjb","P3p47Zcxn1C",5720,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","zLrE4stxQI3","P3p47Zcxn1C",6870,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","ny8k1LdnJd0","P3p47Zcxn1C",5357,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","TWaGiwfouoj","P3p47Zcxn1C",3909,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","ZTbSC6hZuk2","P3p47Zcxn1C",4551,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","cbMVfiLLXZ8","P3p47Zcxn1C",4092,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","yyXc493nNZv","P3p47Zcxn1C",5038,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","eosOfrAFaD8","P3p47Zcxn1C",4648,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","sqoLKLlFwIG","P3p47Zcxn1C",2259,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","SnjrCkWY3aS","P3p47Zcxn1C",4186,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","inZDtaXfvFp","P3p47Zcxn1C",4480,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","CeEzcRQMTlL","P3p47Zcxn1C",1884,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","YYJuHuKlI5W","P3p47Zcxn1C",2969,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","Ixe0Hc6LwxW","P3p47Zcxn1C",2838,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","WOmDDdWqziy","P3p47Zcxn1C",4567,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","HfSNsVCJYBI","P3p47Zcxn1C",7746,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","GM0AQGRiO0p","P3p47Zcxn1C",2296,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","RdvP4qXn8Hd","P3p47Zcxn1C",7628,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","QIfxlxbYlE4","P3p47Zcxn1C",3075,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","STSAXKZ1EOA","P3p47Zcxn1C",3937,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","M1BqrSZiJ6g","P3p47Zcxn1C",2495,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","I8PHavoRjOC","P3p47Zcxn1C",6928,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","YdKVqu6vhFR","P3p47Zcxn1C",5859,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","euUEFwPDmUK","P3p47Zcxn1C",3591,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","WHlYEPdYt3Q","P3p47Zcxn1C",3793,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","T0On5AX9u2E","P3p47Zcxn1C",8864,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","nFphs2Ow7J9","P3p47Zcxn1C",20130,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","bgybVj1wccY","P3p47Zcxn1C",1697,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","AFNV2hH9Bhg","P3p47Zcxn1C",14971,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","qst0rpD4kDw","P3p47Zcxn1C",2521,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","t4hXZMQIsoG","P3p47Zcxn1C",2300,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","iWxl5syHAln","P3p47Zcxn1C",3483,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","IySqWYQJs8o","P3p47Zcxn1C",4597,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","u8mrHFLFCB1","P3p47Zcxn1C",6698,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","Y9p7R0QciWt","P3p47Zcxn1C",4209,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","k1kQEBajPm7","P3p47Zcxn1C",4242,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","P40dZ5PkMfO","P3p47Zcxn1C",11336,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","kNEiLztIBc7","P3p47Zcxn1C",9456,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","FkTj0U6ih5o","P3p47Zcxn1C",4031,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","pr80wa9IYXf","P3p47Zcxn1C",2182,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","GUjJnZa5bP3","P3p47Zcxn1C",5202,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","Cmcc7RdSDlS","P3p47Zcxn1C",3847,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","kwENBWLiySX","P3p47Zcxn1C",3145,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","A9Hvp2jBBzT","P3p47Zcxn1C",7166,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","Hn3LNAIDude","P3p47Zcxn1C",4343,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","Z5nEPp2ijAy","P3p47Zcxn1C",4257,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","ekmfVcWFxkz","P3p47Zcxn1C",4460,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","fsXbr8rmXfW","P3p47Zcxn1C",3913,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","n5BAzCY5icT","P3p47Zcxn1C",4318,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","mNkMVGWaWGd","P3p47Zcxn1C",6579,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","T9QrCVAIO2a","P3p47Zcxn1C",257,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","cYLfkt5ayT1","P3p47Zcxn1C",3109,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","Y7KVle0DRcp","P3p47Zcxn1C",1810,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","VE4fQBB56sc","P3p47Zcxn1C",3032,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","ttGqUlF9ABJ","P3p47Zcxn1C",4575,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","bhwytlcails","P3p47Zcxn1C",3230,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","SnI3qaoJoxj","P3p47Zcxn1C",5174,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","GxjKGnwXrmr","P3p47Zcxn1C",3278,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","hgiaOx8C0Di","P3p47Zcxn1C",2765,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","RjNQsC5XoOz","P3p47Zcxn1C",5340,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","PHo2K3BTKNo","P3p47Zcxn1C",10887,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","d6mHGFp9XEn","P3p47Zcxn1C",4035,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","GfrtdKl3qMC","P3p47Zcxn1C",2314,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","LMAnQup7c3U","P3p47Zcxn1C",5681,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","rR1Cv2eJIQP","P3p47Zcxn1C",4600,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","phRtuiOvfQf","P3p47Zcxn1C",4499,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","lK30LSRhpYh","P3p47Zcxn1C",2959,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","Aq6nWAyBtr7","P3p47Zcxn1C",2583,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","hYzoPNdOsNN","P3p47Zcxn1C",11428,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","VDeahHckIVS","P3p47Zcxn1C",3790,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","h6qdTiaX0o1","P3p47Zcxn1C",6520,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","I1sG97r0t1d","P3p47Zcxn1C",5340,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","LVaFqUK3Pes","P3p47Zcxn1C",16468,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","Zr09kQpcylg","P3p47Zcxn1C",4321,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","nzxeaECZGEi","P3p47Zcxn1C",3234,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","w7FMwIBgyf2","P3p47Zcxn1C",9900,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","Awf0xuEXcHs","P3p47Zcxn1C",2831,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","CDjcfSFeb6l","P3p47Zcxn1C",3512,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","K6epZeEwVfX","P3p47Zcxn1C",2628,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","yFjcvC57uGu","P3p47Zcxn1C",14131,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","yfOYQbDYsuj","P3p47Zcxn1C",12032,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","eEunodPEvJB","P3p47Zcxn1C",2589,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","t0Tsj2i2b85","P3p47Zcxn1C",4455,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","gMNfshfei2d","P3p47Zcxn1C",5099,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","wUgSjY0hyMn","P3p47Zcxn1C",3597,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","ngpReXIZrz5","P3p47Zcxn1C",2851,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","nvca9rd457M","P3p47Zcxn1C",2690,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","cFfRojrIZ3K","P3p47Zcxn1C",3730,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","RuyvujRz8LQ","P3p47Zcxn1C",5015,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","Sl0wkntFsLp","P3p47Zcxn1C",3820,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","N47L8WFW5jj","P3p47Zcxn1C",3246,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","gYaTPL4jQxw","P3p47Zcxn1C",6272,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","sFGXa6qsjv8","P3p47Zcxn1C",8083,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","xztjYLtWjem","P3p47Zcxn1C",6733,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","YJPiD2z9qDB","P3p47Zcxn1C",8769,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","tZN6FsyNJY3","P3p47Zcxn1C",5643,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","NSkLv7RSuCX","P3p47Zcxn1C",5789,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","BXiMWWiDm1y","P3p47Zcxn1C",3777,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","uJ2DxToRYo1","P3p47Zcxn1C",4473,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","KmdR3j1dTQq","P3p47Zcxn1C",3174,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","WEMsVrZqMgn","P3p47Zcxn1C",4643,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","EnAB2zpaKcE","P3p47Zcxn1C",5052,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","eUFVtObCspF","P3p47Zcxn1C",5014,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","VE6WQVmh7Xa","P3p47Zcxn1C",4349,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","n11bvICat8c","P3p47Zcxn1C",15981,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","q2Ak3xkVyLL","P3p47Zcxn1C",2185,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","sf9XoFLERSo","P3p47Zcxn1C",1971,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","Qq18Vhp1lUf","P3p47Zcxn1C",4543,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","ppdhpy8DXSP","P3p47Zcxn1C",4944,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","FfD5D767epP","P3p47Zcxn1C",2209,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","G8i55QQkIbl","P3p47Zcxn1C",3528,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","tjwaWGy9Idy","P3p47Zcxn1C",2576,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","yDhnWCUEulJ","P3p47Zcxn1C",3831,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","NKwJVnnyhH7","P3p47Zcxn1C",1822,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","jAtsWs7EGM1","P3p47Zcxn1C",6636,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","fGLDtHf6Tat","P3p47Zcxn1C",12956,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","F7M4YeEDeMx","P3p47Zcxn1C",5408,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","yq3zMHhcgiD","P3p47Zcxn1C",8570,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","tWxDFCIbKjL","P3p47Zcxn1C",5254,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","Nkhcv9mAl7P","P3p47Zcxn1C",9102,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","EaeoVp0yQ3f","P3p47Zcxn1C",4099,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","xLALYL9Ct1b","P3p47Zcxn1C",5837,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","AlrlpNgoC8l","P3p47Zcxn1C",5868,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","kSXoVm9ajFt","P3p47Zcxn1C",4595,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","w4FXG5wim86","P3p47Zcxn1C",2563,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","vxE2KpRByGx","P3p47Zcxn1C",4043,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","RQ0afFdsuF1","P3p47Zcxn1C",5399,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","Lgc5UEFDxyu","P3p47Zcxn1C",3673,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","bV75AbdMvtI","P3p47Zcxn1C",2779,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","Il1Yik33P97","P3p47Zcxn1C",7516,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","dxLH8YuUnaM","P3p47Zcxn1C",36068,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","lJucXNvhgcM","P3p47Zcxn1C",3379,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","l84hsiE5Q4X","P3p47Zcxn1C",4497,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","hRYB2e63LUq","P3p47Zcxn1C",3084,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","IwZf2NNdzyU","P3p47Zcxn1C",4440,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","GUEGRbrHr52","P3p47Zcxn1C",4898,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","yVsbHZFoKf0","P3p47Zcxn1C",7807,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","lj4D1ZgGY4l","P3p47Zcxn1C",3971,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","CJsHP21tMQ9","P3p47Zcxn1C",2772,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","vaxRJtHnOYr","P3p47Zcxn1C",4375,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","mhJAAXRaLIB","P3p47Zcxn1C",3534,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","B0YiMYHDSwf","P3p47Zcxn1C",1916,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","Y1MEAW4FWbP","P3p47Zcxn1C",5148,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","iJUzxCOtvSp","P3p47Zcxn1C",6135,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","pgy2pGhfllx","P3p47Zcxn1C",2440,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","zid02R5BXnj","P3p47Zcxn1C",6089,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","oJFECw4dvav","P3p47Zcxn1C",3365,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","SvDznKe7egh","P3p47Zcxn1C",3575,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","UfO5pgV47uC","P3p47Zcxn1C",4384,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","EQ1OtiSedkV","P3p47Zcxn1C",4003,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","Tqzwqcl3iwm","P3p47Zcxn1C",3002,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","k7vPXWkSOrz","P3p47Zcxn1C",7696,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","knA4slEwvfG","P3p47Zcxn1C",5389,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","JUNqRlqPwpa","P3p47Zcxn1C",3149,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","FiL4Yv4pMpJ","P3p47Zcxn1C",3000,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","ai0nivGYQft","P3p47Zcxn1C",3936,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","IriUl9T6vsV","P3p47Zcxn1C",8928,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","PoT4pb82O89","P3p47Zcxn1C",1265,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","eOSGEAI4Dci","P3p47Zcxn1C",7465,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","zzb6b8Vl3vx","P3p47Zcxn1C",3352,"admin","2013-01-30T07:27:01+0000","Import from R","false"
"cI3OTahNbFi","2012","ibYAzpLrj3X","P3p47Zcxn1C",2754,"admin","2013-01-30T07:27:01+0000","Import from R","false"
